,header,datetime,text,label
592,Michelle O'Neill tests positive for Covid-19,01-09-21 0:00,A meeting of the Stormont Executive on Wednesday to discuss restrictions has been postponed until next week.,health
593,Lyons calls for plans to end Covid-19 restrictions,31-08-21 23:57,,health
594,Coronavirus: Evening update,31-08-21 23:42,Five things you need to know about the coronavirus pandemic this Tuesday evening.,health
595,Stormont must 'set out a path' to end restrictions,31-08-21 23:38,"Economy Minister Gordon Lyons says the NI Executive needs to ""start moving on these issues"".",health
596,"Six more Covid-linked deaths and 1,313 new cases",31-08-21 23:20,"The total number of deaths linked to Covid-19 in NI since the start of the pandemic is 2,364.",health
597,Pet dog in Jersey tested positive for coronavirus,31-08-21 22:46,Officials say there is no evidence of pets transmitting Covid to humans.,health
598,'No fireworks but many are just happy it happened',31-08-21 22:21,Many are just happy that this year's Edinburgh festivals happened at all.,health
599,Dozens of post offices still closed after lockdown,31-08-21 21:27,The closure of Neston's post office leaves residents with nowhere to handle banking transactions.,business
600,What is long Covid? Advice in South Asian languages,31-08-21 21:17,"Doctors explain what we know about long Covid, in five South Asian languages.",health
601,Punjabi: What is long Covid and what are the symptoms?,31-08-21 20:59,,health
602,Urdu: What is long Covid and what are the symptoms?,31-08-21 20:58,,health
603,Sylheti: What is long Covid and what are the symptoms?,31-08-21 20:56,,health
604,Gujarati: What is long Covid and what are the symptoms?,31-08-21 20:53,,health
605,Tamil: What is long Covid and what are the symptoms?,31-08-21 20:51,,health
606,Pandemic sees death rate among rich and poor widen,31-08-21 19:45,The death rate of those in the most deprived areas of Scotland was almost double that of the least deprived in 2020.,health
607,Mission: Impossible Covid shutdowns prompt lawsuit,31-08-21 17:15,Film maker Paramount alleges insurance payout for the latest Tom Cruise installment does not cover losses.,health
608,400 emergency patients wait over 12 hours for bed,31-08-21 16:00,"A senior doctor says many of those waiting for beds are ""our most vulnerable patients"".",health
609,Coronavirus: Morning update,31-08-21 13:38,Five things you need to know about the coronavirus pandemic this Tuesday morning.,health
610,Covid threatens Singapore's business hub crown,31-08-21 12:01,The South East Asian country faces opposing pressures over the large number of workers from overseas.,health
611,Taste for takeaways outlasts Covid lockdowns,31-08-21 6:01,Britons are spending more on home delivered meals than before the pandemic struck.,health
612,Nike gives staff a week's mental health break,31-08-21 5:32,"The sports shoe giant is giving US head office staff this week off after a ""traumatic"" year.",health
613,Covid cases doubling weekly after restrictions eased,31-08-21 1:45,More than 500 people who have tested positive for the virus are in hospital in Scotland.,health
614,"Six more Covid-linked deaths and 1,259 new cases",31-08-21 0:45,"The total number of deaths linked to Covid-19 in NI since the start of the pandemic is 2,358.",health
615,Classrooms to get £6m anti-Covid air technology,31-08-21 0:44,"Schools, colleges and universities in Wales are promised air monitors and ozone disinfecting machines.",health
616,When do school pupils have to self-isolate?,31-08-21 0:41,"With the virus surging, we re-examine the new isolation rules and ask whether schools can ask pupils to stay at home.",health
617,EU recommends new Covid travel restrictions for US,30-08-21 23:59,The European Union has recommend barring American travellers as US hospital admissions peak.,health
618,'Extremely long' waiting times at A&E,30-08-21 23:45,People are urged to only attend emergency departments for serious urgent matters for the second day in a row.,health
619,Covid crisis causes fury in Aboriginal communities,30-08-21 23:06,Indigenous Australians say surging infections in remote areas should have been prevented.,health
620,Covid vaccine slump worrying in Europe - WHO,30-08-21 20:22,"Europe could see another 236,000 deaths by December as vaccinations slow, a WHO official predicts.",health
621,Chefs call for end to bullying culture and low pay,30-08-21 19:39,"As another popular Welsh restaurant closes its doors, what's next for the hospitality industry?",health
622,Nicola Sturgeon tests negative for Covid-19,30-08-21 17:49,The first minister had been self-isolating after being identified as a close contact of a Covid case.,health
623,Coronavirus: Daily update,30-08-21 17:37,Five things you need to know about the coronavirus pandemic this Monday morning.,health
624,NZ woman dies after receiving Pfizer vaccine,30-08-21 15:24,Officials say she also had other medical issues which could have contributed to her death.,health
625,Man wanted after bus driver spat at,30-08-21 15:13,The incident happened after a passenger was asked to leave the bus for not wearing a mask.,health
626,"Australia records 1,000th Covid death",30-08-21 11:09,The country has fared better than many nations but is seeing more infections than ever before.,health
627,Seven countries go green as UK travel rules change,30-08-21 10:05,People arriving from Canada and Denmark are among those who will not need to isolate for 10 days.,health
628,New destinations added to NI travel green list,30-08-21 6:00,"Seven more locations including Canada, Denmark and Switzerland are now on the green list.",health
629,Northern Ireland EDs 'under extreme pressure',30-08-21 4:48,Three health trusts have appealed for people to only attend in an emergency.,health
630,NHS 'under severe pressure' in Scotland,29-08-21 23:46,,health
631,Record Covid cases as NHS faces 'perfect storm',29-08-21 21:19,"A total of 7,113 new cases have been recorded in the last 24 hours, topping the previous high from Friday.",health
633,"Nine more Covid-linked deaths and 1,225 new cases",29-08-21 20:49,"The total number of deaths linked to Covid-19 in Northern Ireland since the start of the pandemic is 2,352.",health
634,Former Covid sceptic dies in hospital,29-08-21 19:44,"Marcus Birks, 40, went on to urge other people to get the Covid vaccine after he was hospitalised.",health
635,Covid cases reach highest level since January,29-08-21 19:08,"Despite rising cases, the number of people dying from Covid remains low according to figures.",health
636,Coronavirus: Morning update,29-08-21 14:16,Five things you need to know about the coronavirus pandemic this Sunday morning.,health
637,Tooth loss fears over Welsh Covid dental delays,29-08-21 13:09,The British Dental Association wants rules for dentists eased in Wales.,health
638,How lockdown led to the rise of doggy day care,29-08-21 7:06,"As owners return to the office or seek to socialise their pups, day care for dogs is taking off.",health
639,"Hire Britons to drive lorries, minister tells firms",29-08-21 3:27,The business secretary rejects calls to relax immigration rules as companies struggle to fill vacancies.,health
640,Royal Black marks 'Last Saturday' with 28 parades,29-08-21 0:28,Normally there would be six parades but the event is once again being affected by the pandemic.,health
641,"Six more Covid-linked deaths and 1,430 new cases",28-08-21 22:38,"In the Republic of Ireland another 1,997 new cases of Covid-19 have been reported.",health
642,Delta variant doubles Covid hospitalisation risk,28-08-21 22:26,"Get double-jabbed to reduce this risk, advise experts who have studied different variants of the virus.",health
643,Warning as major events return despite Covid surge,28-08-21 21:11,Health experts are urging spectators and organisers to be extra vigilant after daily cases hit a record high.,health
644,Governor praises 'quiet self-confidence of island',28-08-21 15:27,Sir Richard Gozney leaves the Isle of Man after five years in the post of Lieutenant Governor.,health
